,Name,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing City,Billing Zip,Billing Province,Billing Country,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Notes,Note Attributes,Cancelled at,Payment Method,Refunded Amount,Vendor,Outstanding Balance,Employee,Location,Device ID,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment Terms Name,Next Payment Due At,new_email,New Phone,Nombre modo privado,Calle modo privado,Direccion modo privado,Company_joined,Id
3602,#2778,,,,,,,,,,,,,,2024-12-01 23:06:09 +0100,1,Correa Forest Green - Grande,26.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,10.4,,,,,,,,,,,,,,,,,email3603@gmail.com,+13433870022,,,,,
3603,#2778,,,,,,,,,,,,,,2024-12-01 23:06:09 +0100,1,Correa Baby Blue - Grande,26.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,10.4,,,,,,,,,,,,,,,,,email3604@gmail.com,+30140744837,,,,,
3604,#2777,paid,2024-12-01 23:03:19 +0100,fulfilled,2024-12-02 10:55:13 +0100,yes,EUR,33.6,4.95,6.69,38.55,,22.4,Estándar,2024-12-01 23:03:19 +0100,1,Kit Paseo Matcha Green - S,56.0,70.0,,True,True,fulfilled,Barcelona,'08009,B,ES,Barcelona,'08009,B,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,22.4,ES IVA 21 %,6.69,,,,,,,,,,,Barcelona,Barcelona,,,email3605@gmail.com,670794740,Name_2554,Street_2634,Addr_2615,,ID_0C53C81F04
3605,#2777,,,,,,,,,,,,,,2024-12-01 23:03:19 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3606@gmail.com,+57567737376,,,,,
3606,#2776,paid,2024-12-01 22:56:36 +0100,fulfilled,2024-12-02 10:55:32 +0100,yes,EUR,33.6,4.99,7.21,38.59,,22.4,Envio 24/72 horas,2024-12-01 22:56:36 +0100,1,Kit Paseo Chocolate Brown - M,56.0,,,True,True,fulfilled,Guimarães,4805-417,PT-03,PT,Guimarães,4805-417,PT-03,PT,Posty,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,22.4,PT VAT 23 %,7.21,,,,,,,,,,,Distrito de Braga,Distrito de Braga,,,email3607@gmail.com,757867538,Name_2555,Street_2635,Addr_2616,,ID_C32F1A14EC
3607,#2776,,,,,,,,,,,,,,2024-12-01 22:56:36 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3608@gmail.com,+9229270741926,,,,,
3608,#2775,paid,2024-12-01 21:30:13 +0100,fulfilled,2024-12-02 10:55:14 +0100,no,EUR,33.6,4.95,6.69,38.55,,22.4,Estándar,2024-12-01 21:30:13 +0100,1,Kit paseo Lavanda Lilac - M,56.0,70.0,,True,True,fulfilled,L'Hospitalet de Llobregat,'08907,B,ES,L'Hospitalet de Llobregat,'08907,B,ES,Xena,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,22.4,ES IVA 21 %,6.69,,,,,,,,,,,Barcelona,Barcelona,,,email3609@hotmail.com,479219154,Name_0184,Street_0186,Addr_0186,,ID_5E43C8B351
3609,#2775,,,,,,,,,,,,,,2024-12-01 21:30:13 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3610@hotmail.com,+443498750505,,,,,
3610,#2774,paid,2024-12-01 21:06:12 +0100,fulfilled,2024-12-02 10:55:16 +0100,yes,EUR,33.6,4.95,6.69,38.55,,22.4,Estándar,2024-12-01 21:06:12 +0100,1,Kit Paseo Honey Yellow - S,56.0,70.0,,True,True,fulfilled,Madrid,'28008,M,ES,Madrid,'28008,M,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,22.4,ES IVA 21 %,6.69,,,,,,,,,,,Madrid,Madrid,,,email3611@gmail.com,+34684135524,Name_2556,Street_2636,Addr_2617,,ID_417477600B
3611,#2774,,,,,,,,,,,,,,2024-12-01 21:06:12 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3612@gmail.com,+274642477006,,,,,
3612,#2773,paid,2024-12-01 20:52:47 +0100,fulfilled,2024-12-02 10:55:17 +0100,yes,EUR,21.6,4.95,4.61,26.55,,14.4,Estándar,2024-12-01 20:52:46 +0100,1,Arnés Comfort Navy Blue - S,36.0,,,True,True,fulfilled,Madrid,'28019,M,ES,Madrid,'28019,M,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.4,ES IVA 21 %,4.61,,,,,,,,,,,Madrid,Madrid,,,email3613@outlook.com,183598057,Name_2557,Street_2637,Addr_2618,,ID_6897AA3EB2
3613,#2773,,,,,,,,,,,,,,2024-12-01 20:52:46 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3614@outlook.com,+669515896264,,,,,
3614,#2772,paid,2024-12-01 20:47:40 +0100,fulfilled,2024-12-02 10:55:19 +0100,no,EUR,88.8,0.0,15.41,88.8,,59.2,Estándar,2024-12-01 20:47:40 +0100,1,Kit Paseo Pirate Black - M,56.0,70.0,,True,True,fulfilled,Getafe,'28909,M,ES,Getafe,'28909,M,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,22.4,ES IVA 21 %,15.41,,,,,,,,,,,Madrid,Madrid,,,email3615@gmail.com,+34641186222,Name_2558,Street_2638,Addr_2619,,ID_33FCEDBA6E
3615,#2772,,,,,,,,,,,,,,2024-12-01 20:47:40 +0100,1,Kit Paseo Light Grey - M,56.0,70.0,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,22.4,,,,,,,,,,,,,,,,,email3616@gmail.com,+496894354336,,,,,
3616,#2772,,,,,,,,,,,,,,2024-12-01 20:47:40 +0100,1,Arnés Comfort Lavanda Lilac - S,36.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,14.4,,,,,,,,,,,,,,,,,email3617@gmail.com,+911037475863,,,,,
3617,#2772,,,,,,,,,,,,,,2024-12-01 20:47:40 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3618@gmail.com,+6432408223,,,,,
3618,#2771,partially_refunded,2024-12-01 20:14:39 +0100,fulfilled,2024-12-02 10:55:20 +0100,yes,EUR,33.6,4.95,6.69,38.55,,22.4,Estándar,2024-12-01 20:14:39 +0100,1,Kit Paseo Sunset Orange - S,56.0,70.0,,True,True,fulfilled,Sanchinarro,'28050,M,ES,Sanchinarro,'28050,M,ES,,,,Shopify Payments,26.61,RealDogs,0.0,,,,,Low,web,22.4,ES IVA 21 %,6.69,,,,,,,,,,,Madrid,Madrid,,,email3619@gmail.com,859088181,Name_2559,Street_2639,Addr_2620,Leyla,ID_D3549CA6E1
3619,#2771,,,,,,,,,,,,,,2024-12-01 20:14:39 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3620@gmail.com,+39369380657,,,,,
3620,#2770,paid,2024-12-01 19:39:09 +0100,fulfilled,2024-12-02 10:55:22 +0100,yes,EUR,67.2,0.0,11.66,67.2,,44.8,Estándar,2024-12-01 19:39:08 +0100,1,Kit Paseo Honey Yellow - S,56.0,70.0,,True,True,fulfilled,Madrid,'28020,M,ES,Madrid,'28020,M,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,22.4,ES IVA 21 %,11.66,,,,,,,,,,,Madrid,Madrid,,,email3621@icloud.com,445912935,Name_2560,Street_2640,Addr_2621,,ID_92AF24659B
3621,#2770,,,,,,,,,,,,,,2024-12-01 19:39:08 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3622@icloud.com,+4353385203143,,,,,
3622,#2770,,,,,,,,,,,,,,2024-12-01 19:39:08 +0100,1,Kit Paseo Pale Pink - XS,56.0,70.0,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,22.4,,,,,,,,,,,,,,,,,email3623@icloud.com,+6615588455,,,,,
3623,#2769,paid,2024-12-01 18:01:54 +0100,fulfilled,2024-12-02 10:55:23 +0100,yes,EUR,21.6,4.95,4.61,26.55,,14.4,Estándar,2024-12-01 18:01:54 +0100,1,Arnés Comfort Honey Yellow - M,36.0,,,True,True,fulfilled,Barcelona,'08015,B,ES,Barcelona,'08015,B,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.4,ES IVA 21 %,4.61,,,,,,,,,,,Barcelona,Barcelona,,,email3624@gmail.com,033393356,Name_2561,Street_2641,Addr_2622,,ID_1E16E28161
3624,#2769,,,,,,,,,,,,,,2024-12-01 18:01:54 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3625@gmail.com,+39840404145,,,,,
3625,#2768,paid,2024-12-01 17:21:48 +0100,fulfilled,2024-12-02 10:55:24 +0100,yes,EUR,46.04,4.99,8.5,51.03,,30.68,Standard Shipping,2024-12-01 17:21:48 +0100,1,Kit paseo Lavanda Lilac - S,76.72,,,True,True,fulfilled,Volders,'6111,,AT,Volders,'6111,,AT,,Klarna Order ID,,Klarna,0.0,RealDogs,0.0,,,,Klarna,Low,web,30.68,AT VAT 20 %,8.5,,,,,,,,,,,,,,,email3626@gmail.com,15832454515,Name_2562,Street_2642,Addr_2623,,ID_B64B0F9714
3626,#2768,,,,,,,,,,,,,,2024-12-01 17:21:48 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3627@gmail.com,+8165995838835,,,,,
3627,#2767,paid,2024-12-01 17:12:40 +0100,fulfilled,2024-12-02 10:55:26 +0100,yes,EUR,31.2,4.99,6.03,36.19,,20.8,Standard Shipping,2024-12-01 17:12:40 +0100,1,Arnés Comfort Pirate Black - S,52.0,,,True,True,fulfilled,Volders,'6111,,AT,Volders,'6111,,AT,,Klarna Order ID,,Klarna,0.0,RealDogs,0.0,,,,Klarna,Low,web,20.8,AT VAT 20 %,6.03,,,,,,,,,,,,,,,email3628@gmail.com,15832454515,Name_2562,Street_2642,Addr_2623,,ID_CAEB0DD229
3628,#2767,,,,,,,,,,,,,,2024-12-01 17:12:40 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3629@gmail.com,+818019639555,,,,,
3629,#2766,paid,2024-12-01 15:50:46 +0100,fulfilled,2024-12-02 10:55:27 +0100,yes,EUR,46.04,4.99,8.15,51.03,,30.68,Standard Shipping,2024-12-01 15:50:46 +0100,1,Kit Paseo Pale Pink - S,76.72,,,True,True,fulfilled,"LARNACA, LIVADIA",'7060,,CY,"LARNACA, LIVADIA",'7060,,CY,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,30.68,CY VAT 19 %,8.15,,,,,,,,,,,,,,,email3630@hotmail.com,89785015,Name_2563,Street_2643,Addr_2624,,ID_4482172FBE
3630,#2766,,,,,,,,,,,,,,2024-12-01 15:50:46 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3631@hotmail.com,+452666902819,,,,,
3631,#2765,paid,2024-12-01 14:59:24 +0100,fulfilled,2024-12-02 10:55:28 +0100,yes,EUR,43.2,4.95,8.36,48.15,,28.8,Estándar,2024-12-01 14:59:24 +0100,2,Arnés Comfort Honey Yellow - S,36.0,,,True,True,fulfilled,Elda,'03600,A,ES,Elda,'03600,A,ES,Son dos salchis uno es Pipo y el otro es Fuet🫶🏽🌭,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,28.8,ES IVA 21 %,8.36,,,,,,,,,,,Alicante,Alicante,,,email3632@gmail.com,666772110,Name_2564,Street_2644,Addr_2625,,ID_FCA2F3FB8D
3632,#2765,,,,,,,,,,,,,,2024-12-01 14:59:24 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3633@gmail.com,+315673266316,,,,,
3633,#2764,paid,2024-12-01 14:19:25 +0100,fulfilled,2024-12-02 10:55:29 +0100,yes,EUR,33.6,4.95,6.69,38.55,,22.4,Estándar,2024-12-01 14:19:25 +0100,1,Kit Paseo Baby Blue - S,56.0,70.0,,True,True,fulfilled,València,'46185,V,ES,València,'46001,V,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,22.4,ES IVA 21 %,6.69,,,,,,,,,,,Valencia,Valencia,,,email3634@gmail.com,+34611812249,Name_2565,Street_2645,Addr_2626,,ID_C85600F0C0
3634,#2763,paid,2024-12-01 14:10:38 +0100,fulfilled,2024-12-02 10:55:31 +0100,yes,EUR,67.2,0.0,11.66,67.2,,44.8,Estándar,2024-12-01 14:10:38 +0100,1,Kit Paseo Passion Red - M,56.0,70.0,,True,True,fulfilled,Jerez de la Frontera,'11407,CA,ES,Jerez de la Frontera,'11407,CA,ES,,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,22.4,ES IVA 21 %,11.66,,,,,,,,,,,Cádiz,Cádiz,,,email3635@inditex.com,924499626,Name_2566,Street_2646,Addr_2627,,ID_FF41E3ED60
3635,#2763,,,,,,,,,,,,,,2024-12-01 14:10:38 +0100,1,Kit Paseo Forest Green - S,56.0,70.0,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,22.4,,,,,,,,,,,,,,,,,email3636@inditex.com,+4090744937,,,,,
3636,#2763,,,,,,,,,,,,,,2024-12-01 14:10:38 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3637@inditex.com,+274148222381,,,,,
3637,#2762,paid,2024-12-01 12:40:24 +0100,fulfilled,2024-12-01 13:17:24 +0100,yes,EUR,66.59,4.99,11.43,71.58,,44.38,Standard Shipping,2024-12-01 12:40:24 +0100,1,Collar Passion Red - XS,34.25,,,True,True,fulfilled,Berlin,'10713,,DE,Berlin,'10713,,DE,Dusya,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,13.7,DE MwSt 19 %,11.43,,,,,,,,,,,,,,,email3638@gmail.com,+4912731000596,Name_2567,Street_2647,Addr_2628,,ID_63B0FE595E
3638,#2762,,,,,,,,,,,,,,2024-12-01 12:40:24 +0100,1,Kit Paseo Honey Yellow - XS,76.72,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,30.68,,,,,,,,,,,,,,,,,email3639@gmail.com,+95374555190,,,,,
3639,#2762,,,,,,,,,,,,,,2024-12-01 12:40:24 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3640@gmail.com,+665170580844,,,,,
3640,#2761,paid,2024-12-01 11:31:38 +0100,fulfilled,2024-12-01 13:17:23 +0100,no,EUR,33.6,4.95,6.69,38.55,,22.4,Estándar,2024-12-01 11:31:38 +0100,1,Kit Paseo Navy Blue - M,56.0,70.0,,True,True,fulfilled,València,'46007,V,ES,València,'46007,V,ES,KAE,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,22.4,ES IVA 21 %,6.69,,,,,,,,,,,Valencia,Valencia,,,email3641@gmail.com,+34641094530,Name_2568,Street_2648,Addr_2629,,ID_AE19683311
3641,#2761,,,,,,,,,,,,,,2024-12-01 11:31:38 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3642@gmail.com,+45618737465,,,,,
3642,#2760,paid,2024-12-01 10:47:33 +0100,fulfilled,2024-12-01 11:08:55 +0100,yes,EUR,33.6,4.95,6.69,38.55,,22.4,Estándar,2024-12-01 10:47:33 +0100,1,Kit Paseo Forest Green - M,56.0,70.0,,True,True,fulfilled,Barcelona,'08028,B,ES,Barcelona,'08028,B,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,22.4,ES IVA 21 %,6.69,,,,,,,,,,,Barcelona,Barcelona,,,email3643@gmail.com,+34663010480,Name_2569,Street_2649,Addr_2630,,ID_00953BF0BC
3643,#2760,,,,,,,,,,,,,,2024-12-01 10:47:33 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3644@gmail.com,+497274560878,,,,,
3644,#2759,paid,2024-12-01 10:36:15 +0100,fulfilled,2024-12-01 11:08:56 +0100,yes,EUR,21.6,4.95,4.61,26.55,,14.4,Estándar,2024-12-01 10:36:15 +0100,1,Arnés Comfort Matcha Green - S,36.0,,,True,True,fulfilled,Basauri,'48970,BI,ES,Barakaldo,'48902,BI,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.4,ES IVA 21 %,4.61,,,,,,,,,,,Vizcaya,Vizcaya,,,email3645@gmail.com,816473309,Name_2570,Street_2650,Addr_2631,,ID_FC892451D1
3645,#2759,,,,,,,,,,,,,,2024-12-01 10:36:15 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3646@gmail.com,+323252925132,,,,,
3646,#2758,paid,2024-12-01 10:31:48 +0100,fulfilled,2024-12-01 11:08:58 +0100,yes,EUR,21.6,4.95,4.61,26.55,,14.4,Estándar,2024-12-01 10:31:48 +0100,1,Arnés Comfort Chocolate Brown - L,36.0,,,True,True,fulfilled,Sevilla,'41020,SE,ES,Sevilla,'41020,SE,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.4,ES IVA 21 %,4.61,,,,,,,,,,,Sevilla,Sevilla,,,email3647@gmail.com,962716459,Name_2571,Street_2651,Addr_2632,,ID_4387B79D2E
3647,#2758,,,,,,,,,,,,,,2024-12-01 10:31:48 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3648@gmail.com,+335023469282,,,,,
3648,#2757,paid,2024-12-01 06:43:47 +0100,fulfilled,2024-12-01 11:08:59 +0100,yes,EUR,33.6,4.95,6.69,38.55,,22.4,Estándar,2024-12-01 06:43:47 +0100,1,Kit Paseo Passion Red - S,56.0,70.0,,True,True,fulfilled,Barcelona,'08026,B,ES,Barcelona,'08026,B,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,22.4,ES IVA 21 %,6.69,,,,,,,,,,,Barcelona,Barcelona,,,email3649@gmail.com,114623981,Name_2572,Street_2652,Addr_2633,,ID_6D9FB7963B
3649,#2757,,,,,,,,,,,,,,2024-12-01 06:43:47 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3650@gmail.com,+2719082677,,,,,
3650,#2756,paid,2024-12-01 00:52:00 +0100,fulfilled,2024-12-01 11:09:00 +0100,yes,EUR,46.04,4.99,8.86,51.03,,30.68,Standard Shipping,2024-12-01 00:52:00 +0100,1,Kit Paseo Matcha Green - XS,76.72,,,True,True,fulfilled,Den Haag,2596 VJ,,NL,Den Haag,2596 VJ,,NL,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,30.68,NL btw 21 %,8.86,,,,,,,,,,,,,,,email3651@gmail.com,+34610773333,Name_2573,Street_2653,Addr_2634,,ID_7A09C85DCE
3651,#2756,,,,,,,,,,,,,,2024-12-01 00:52:00 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3652@gmail.com,+4996175224,,,,,
3652,#2755,paid,2024-11-30 23:57:41 +0100,fulfilled,2024-12-01 11:09:01 +0100,no,EUR,33.6,4.95,6.69,38.55,,22.4,Estándar,2024-11-30 23:57:40 +0100,1,Kit Paseo Matcha Green - S,56.0,70.0,,True,True,fulfilled,Madrid,'28003,M,ES,Madrid,'28003,M,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,22.4,ES IVA 21 %,6.69,,,,,,,,,,,Madrid,Madrid,,,,783132498,Name_2574,Street_2654,Addr_2635,,ID_BD942E5BE5
3653,#2755,,,,,,,,,,,,,,2024-11-30 23:57:40 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,,+84633787971,,,,,
3654,#2754,paid,2024-11-30 22:33:30 +0100,fulfilled,2024-12-01 11:09:02 +0100,yes,EUR,31.85,5.11,6.42,36.96,,21.23,Standard Shipping,2024-11-30 22:33:30 +0100,1,Arnés Comfort Forest Green - S,53.08,,,True,True,fulfilled,Praha 6,169 00,,CZ,Chrást,330 03,,CZ,Sushi,,,Shopify Payments,0.0,RealDogs,0.01,,,,,Low,web,21.23,CZ VAT 21 %,6.42,,,,,,,,,,,,,,,email3655@live.com,842993802,Name_2575,Street_2655,Addr_2636,,ID_2F331AD4BC
3655,#2754,,,,,,,,,,,,,,2024-11-30 22:33:30 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3656@live.com,+44293617466,,,,,
3656,#2753,paid,2024-11-30 22:22:57 +0100,fulfilled,2024-12-01 11:09:04 +0100,yes,EUR,33.6,4.95,6.69,38.55,,22.4,Estándar,2024-11-30 22:22:57 +0100,1,Kit paseo Lavanda Lilac - XS,56.0,70.0,,True,True,fulfilled,Barcelona,'08001,B,ES,Barcelona,'08001,B,ES,Oliva,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,22.4,ES IVA 21 %,6.69,,,,,,,,,,,Barcelona,Barcelona,,,email3657@gmail.com,889140112,Name_2576,Street_2656,Addr_2637,,ID_33FAACFEB2
3657,#2753,,,,,,,,,,,,,,2024-11-30 22:22:57 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3658@gmail.com,+448628698025,,,,,
3658,#2752,paid,2024-11-30 21:25:27 +0100,fulfilled,2024-12-01 11:09:05 +0100,yes,EUR,33.6,4.95,6.69,38.55,,22.4,Estándar,2024-11-30 21:25:27 +0100,1,Kit Paseo Sunset Orange - L,56.0,70.0,,True,True,fulfilled,Caldes de Montbui,'08140,B,ES,Caldes de Montbui,'08140,B,ES,Mía,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,22.4,ES IVA 21 %,6.69,,,,,,,,,,,Barcelona,Barcelona,,,email3659@gmail.com,+34600636140,Name_2577,Street_2551,Addr_2532,,ID_6BAE98E646
3659,#2752,,,,,,,,,,,,,,2024-11-30 21:25:27 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3660@gmail.com,+65993809829,,,,,
3660,#2751,paid,2024-11-30 21:24:24 +0100,fulfilled,2024-12-01 11:09:07 +0100,yes,EUR,33.6,4.95,6.69,38.55,,22.4,Estándar,2024-11-30 21:24:24 +0100,1,Kit Paseo Navy Blue - L,56.0,70.0,,True,True,fulfilled,Elche,'03296,A,ES,Elche,'03296,A,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,22.4,ES IVA 21 %,6.69,,,,,,,,,,,Alicante,Alicante,,,email3661@gmail.com,+34698787124,Name_2578,Street_2657,Addr_2638,,ID_80405268AB
3661,#2751,,,,,,,,,,,,,,2024-11-30 21:24:24 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3662@gmail.com,+47663956566,,,,,
3662,#2750,paid,2024-11-30 21:22:48 +0100,fulfilled,2024-12-01 11:09:08 +0100,yes,EUR,21.6,4.95,4.61,26.55,,14.4,Estándar,2024-11-30 21:22:48 +0100,1,Arnés Comfort Navy Blue - S,36.0,,,True,True,fulfilled,Collado Villalba,'28400,M,ES,Collado Villalba,'28400,M,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.4,ES IVA 21 %,4.61,,,,,,,,,,,Madrid,Madrid,,,email3663@gmail.com,378847161,Name_2579,Street_2658,Addr_2639,,ID_E43B2B3DAB
3663,#2750,,,,,,,,,,,,,,2024-11-30 21:22:48 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3664@gmail.com,+81899850909,,,,,
3664,#2749,paid,2024-11-30 20:59:51 +0100,fulfilled,2024-12-01 11:09:09 +0100,no,EUR,66.59,4.99,11.43,71.58,,44.38,Standard Shipping,2024-11-30 20:59:51 +0100,1,Kit Paseo Chocolate Brown - M,76.72,,,True,True,fulfilled,Nürnberg,'90409,,DE,Nürnberg,'90409,,DE,Wilma,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,30.68,DE MwSt 19 %,11.43,,,,,,,,,,,,,,,email3665@web.de,+4919069896754,Name_2580,Street_2659,Addr_2640,,ID_0E24187576
3665,#2749,,,,,,,,,,,,,,2024-11-30 20:59:51 +0100,1,Collar Chocolate Brown - S,34.25,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,13.7,,,,,,,,,,,,,,,,,email3666@web.de,+43277396809,,,,,
3666,#2749,,,,,,,,,,,,,,2024-11-30 20:59:51 +0100,1,Regalo Navideño,0.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,0.0,,,,,,,,,,,,,,,,,email3667@web.de,+3027156366897,,,,,
3667,#2748,paid,2024-11-30 20:08:48 +0100,fulfilled,2024-12-01 11:09:11 +0100,yes,EUR,21.6,4.95,4.61,26.55,,14.4,Estándar,2024-11-30 20:08:48 +0100,1,Arnés Comfort Pirate Black - S,36.0,,,True,True,fulfilled,Madrid,'28042,M,ES,Madrid,'28042,M,ES,Bimba ,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.4,ES IVA 21 %,4.61,,,,,,,,,,,Madrid,Madrid,,,email3668@gmail.com,289383737,Name_2581,Street_2660,Addr_2641,,ID_D66B262FAC
